Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
2008-12-18,"10.960,0","10.840,0","11.025,0","10.840,0",,"-0,25%"
2008-12-19,"10.950,0","11.100,0","11.100,0","10.950,0",,"-0,09%"
2008-12-22,"11.030,0","11.030,0","11.030,0","10.930,0",,"0,73%"
2008-12-23,"11.075,0","11.025,0","11.150,0","10.925,0",,"0,41%"
2008-12-24,"10.950,0","11.000,0","11.200,0","10.950,0",,"-1,13%"
2008-12-25,"10.950,0","10.950,0","10.950,0","10.950,0",,"0,00%"
2008-12-26,"11.100,0","11.100,0","11.100,0","11.000,0",,"1,37%"
2008-12-29,"11.100,0","11.100,0","11.100,0","11.100,0",,"0,00%"
2008-12-30,"10.950,0","10.950,0","11.050,0","10.925,0",,"-1,35%"
2008-12-31,"10.900,0","10.925,0","10.925,0","10.900,0",,"-0,46%"
2009-01-01,"10.900,0","10.900,0","10.900,0","10.900,0",,"0,00%"
2009-01-02,"10.900,0","10.900,0","10.900,0","10.900,0",,"0,00%"
2009-01-05,"10.925,0","11.000,0","11.050,0","10.900,0",,"0,23%"
2009-01-06,"10.950,0","11.050,0","11.050,0","10.950,0",,"0,23%"
2009-01-07,"10.750,0","10.875,0","10.900,0","10.750,0",,"-1,83%"
2009-01-08,"10.950,0","10.800,0","11.000,0","10.800,0",,"1,86%"
2009-01-09,"10.900,0","11.050,0","11.050,0","10.950,0",,"-0,46%"
2009-01-12,"11.062,5","11.087,5","11.177,5","11.037,5",,"1,49%"
2009-01-13,"11.125,0","11.200,0","11.275,0","11.125,0",,"0,56%"
2009-01-14,"11.100,0","11.075,0","11.175,0","11.075,0",,"-0,22%"
2009-01-15,"11.125,0","11.175,0","11.175,0","11.125,0",,"0,23%"
2009-01-16,"11.120,0","11.150,0","11.190,0","11.100,0",,"-0,04%"
2009-01-19,"11.137,5","11.187,5","11.237,5","11.137,5",,"0,16%"
2009-01-20,"11.150,0","11.200,0","11.275,0","11.150,0",,"0,11%"
2009-01-21,"11.200,0","11.225,0","11.245,0","11.150,0",,"0,45%"
2009-01-22,"11.225,0","11.225,0","11.245,0","11.200,0",,"0,22%"
2009-01-23,"11.170,0","11.205,0","11.305,0","11.170,0",,"-0,49%"
2009-01-26,"11.170,0","11.170,0","11.170,0","11.170,0",,"0,00%"
2009-01-27,"11.300,0","11.210,0","11.305,0","11.210,0",,"1,16%"
2009-01-28,"11.310,0","11.315,0","11.360,0","11.310,0",,"0,09%"
2009-01-29,"11.315,0","11.330,0","11.330,0","11.315,0",,"0,04%"
2009-01-30,"11.380,0","11.340,0","11.385,0","11.340,0",,"0,57%"
2009-02-02,"11.775,0","11.675,0","11.925,0","11.625,0",,"3,47%"
2009-02-03,"11.675,0","11.625,0","11.725,0","11.625,0",,"-0,85%"
2009-02-04,"11.745,0","11.575,0","11.775,0","11.575,0",,"0,60%"
2009-02-05,"11.675,0","11.750,0","11.925,0","11.675,0",,"-0,60%"
2009-02-06,"11.680,0","11.725,0","11.825,0","11.675,0",,"0,04%"
2009-02-09,"11.675,0","11.700,0","11.775,0","11.675,0",,"-0,04%"
2009-02-10,"11.710,0","11.775,0","11.810,0","11.710,0",,"0,30%"
2009-02-11,"11.760,0","11.860,0","11.860,0","11.710,0",,"0,43%"
2009-02-12,"11.780,0","11.850,0","11.870,0","11.780,0",,"0,17%"
2009-02-13,"11.770,0","11.920,0","11.920,0","11.760,0",,"-0,08%"
2009-02-16,"11.825,0","11.825,0","11.875,0","11.810,0",,"0,47%"
2009-02-17,"11.900,0","11.825,0","11.900,0","11.825,0",,"0,63%"
2009-02-18,"11.920,0","11.930,0","12.030,0","11.830,0",,"0,17%"
2009-02-19,"11.970,0","11.935,0","11.970,0","11.935,0",,"0,42%"
2009-02-20,"11.960,0","11.985,0","11.985,0","11.960,0",,"-0,08%"
2009-02-23,"11.910,0","11.980,0","11.990,0","11.850,0",,"-0,42%"
2009-02-24,"11.930,0","11.935,0","11.960,0","11.930,0",,"0,17%"
2009-02-25,"11.945,0","11.915,0","11.945,0","11.895,0",,"0,13%"
2009-02-26,"11.975,0","11.955,0","11.980,0","11.935,0",,"0,25%"
2009-02-27,"11.980,0","11.975,0","12.030,0","11.965,0",,"0,04%"
2009-03-02,"11.992,5","12.002,5","12.157,5","11.992,5",,"0,10%"
2009-03-03,"11.995,0","12.005,0","12.105,0","11.995,0",,"0,02%"
2009-03-04,"12.020,0","12.020,0","12.055,0","12.020,0",,"0,21%"
2009-03-05,"12.020,0","12.015,0","12.026,0","12.015,0",,"0,00%"
2009-03-06,"12.010,0","12.020,0","12.065,0","12.010,0",,"-0,08%"
2009-03-09,"12.010,0","12.010,0","12.010,0","12.010,0",,"0,00%"
2009-03-10,"11.980,0","12.005,0","12.035,0","11.955,0",,"-0,25%"
2009-03-11,"11.977,5","11.957,5","11.977,5","11.797,5",,"-0,02%"
2009-03-12,"11.985,0","11.976,0","11.990,0","11.905,0",,"0,06%"
2009-03-13,"11.980,0","11.990,0","11.995,0","11.975,0",,"-0,04%"
2009-03-16,"11.955,0","11.955,0","11.995,0","11.940,0",,"-0,21%"
2009-03-17,"11.965,0","11.940,0","11.975,0","11.940,0",,"0,08%"
2009-03-18,"11.970,0","11.960,0","11.985,0","11.960,0",,"0,04%"
2009-03-19,"11.895,0","11.960,0","11.960,0","11.895,0",,"-0,63%"
2009-03-20,"11.755,0","11.905,0","11.905,0","11.755,0",,"-1,18%"
2009-03-23,"11.565,0","11.765,0","11.765,0","11.565,0",,"-1,62%"
2009-03-24,"11.465,0","11.455,0","11.465,0","11.345,0",,"-0,86%"
2009-03-25,"11.530,0","11.490,0","11.590,0","11.460,0",,"0,57%"
2009-03-26,"11.530,0","11.530,0","11.530,0","11.530,0",,"0,00%"
2009-03-27,"11.485,0","11.530,0","11.530,0","11.460,0",,"-0,39%"
2009-03-30,"11.555,0","11.505,0","11.625,0","11.475,0",,"0,61%"
2009-03-31,"11.555,0","11.550,0","11.620,0","11.545,0",,"0,00%"
2009-04-01,"11.565,0","11.570,0","11.625,0","11.565,0",,"0,09%"
2009-04-02,"11.490,0","11.560,0","11.560,0","11.490,0",,"-0,65%"
2009-04-03,"11.465,0","11.440,0","11.480,0","11.290,0",,"-0,22%"
2009-04-06,"11.280,0","11.455,0","11.455,0","11.280,0",,"-1,61%"
2009-04-07,"11.320,0","11.310,0","11.385,0","11.310,0",,"0,35%"
2009-04-08,"11.320,0","11.315,0","11.395,0","11.315,0",,"0,00%"
2009-04-09,"11.320,0","11.320,0","11.320,0","11.320,0",,"0,00%"
2009-04-10,"11.320,0","11.320,0","11.320,0","11.320,0",,"0,00%"
2009-04-13,"11.110,0","11.225,0","11.225,0","11.095,0",,"-1,86%"
2009-04-14,"10.920,0","11.010,0","11.035,0","10.760,0",,"-1,71%"
2009-04-15,"10.895,0","10.930,0","11.005,0","10.755,0",,"-0,23%"
2009-04-16,"10.725,0","10.800,0","10.825,0","10.675,0",,"-1,56%"
2009-04-17,"10.705,0","10.660,0","10.740,0","10.660,0",,"-0,19%"
2009-04-20,"10.720,0","10.715,0","10.760,0","10.710,0",,"0,14%"
2009-04-21,"10.825,0","10.795,0","10.860,0","10.795,0",,"0,98%"
2009-04-22,"10.855,0","10.785,0","10.865,0","10.785,0",,"0,28%"
2009-04-23,"10.885,0","10.905,0","10.955,0","10.885,0",,"0,28%"
2009-04-24,"10.790,0","10.820,0","10.845,0","10.770,0",,"-0,87%"
2009-04-27,"10.820,0","10.820,0","10.860,0","10.795,0",,"0,28%"
2009-04-28,"10.835,0","10.855,0","10.925,0","10.825,0",,"0,14%"
2009-04-29,"10.825,0","10.840,0","10.895,0","10.775,0",,"-0,09%"
2009-04-30,"10.585,0","10.765,0","10.765,0","10.565,0",,"-2,22%"
2009-05-01,"10.610,0","10.605,0","10.680,0","10.605,0",,"0,24%"
2009-05-04,"10.500,0","10.595,0","10.595,0","10.450,0",,"-1,04%"
2009-05-05,"10.410,0","10.440,0","10.440,0","10.360,0",,"-0,86%"
2009-05-06,"10.435,0","10.435,0","10.540,0","10.390,0",,"0,24%"
2009-05-07,"10.370,0","10.385,0","10.415,0","10.305,0",,"-0,62%"
2009-05-08,"10.375,0","10.415,0","10.450,0","10.365,0",,"0,05%"
2009-05-11,"10.330,0","10.285,0","10.355,0","10.260,0",,"-0,43%"
2009-05-12,"10.340,0","10.400,0","10.450,0","10.305,0",,"0,10%"
2009-05-13,"10.340,0","10.290,0","10.355,0","10.290,0",,"0,00%"
2009-05-14,"10.375,0","10.365,0","10.460,0","10.365,0",,"0,34%"
2009-05-15,"10.400,0","10.395,0","10.435,0","10.385,0",,"0,24%"
2009-05-18,"10.405,0","10.415,0","10.480,0","10.405,0",,"0,05%"
2009-05-19,"10.320,0","10.360,0","10.390,0","10.310,0",,"-0,82%"
2009-05-20,"10.345,0","10.375,0","10.420,0","10.345,0",,"0,24%"
2009-05-21,"10.345,0","10.345,0","10.345,0","10.345,0",,"0,00%"
2009-05-22,"10.270,0","10.230,0","10.290,0","10.230,0",,"-0,72%"
2009-05-25,"10.285,0","10.275,0","10.315,0","10.265,0",,"0,15%"
2009-05-26,"10.335,0","10.325,0","10.375,0","10.325,0",,"0,49%"
2009-05-27,"10.310,0","10.350,0","10.350,0","10.300,0",,"-0,24%"
2009-05-28,"10.325,0","10.400,0","10.420,0","10.325,0",,"0,15%"
2009-05-29,"10.290,0","10.335,0","10.355,0","10.290,0",,"-0,34%"
2009-06-01,"10.235,0","10.240,0","10.275,0","10.175,0",,"-0,53%"
2009-06-02,"10.260,0","10.250,0","10.276,0","10.240,0",,"0,24%"
2009-06-03,"10.115,0","10.210,0","10.245,0","10.060,0",,"-1,41%"
2009-06-04,"10.080,0","10.155,0","10.175,0","10.005,0",,"-0,35%"
2009-06-05,"9.940,0","10.040,0","10.065,0","9.910,0",,"-1,39%"
2009-06-08,"10.025,0","10.000,0","10.070,0","9.970,0",,"0,86%"
2009-06-09,"10.060,0","10.030,0","10.100,0","10.020,0",,"0,35%"
2009-06-10,"10.022,5","10.007,5","10.047,5","9.937,5",,"-0,37%"
2009-06-11,"10.090,0","10.045,0","10.100,0","9.970,0",,"0,67%"
2009-06-12,"10.065,0","10.075,0","10.125,0","10.065,0",,"-0,25%"
2009-06-15,"10.120,0","10.110,0","10.165,0","10.110,0",,"0,55%"
2009-06-16,"10.180,0","10.130,0","10.230,0","10.130,0",,"0,59%"
2009-06-17,"10.215,0","10.195,0","10.260,0","10.195,0",,"0,34%"
2009-06-18,"10.280,0","10.245,0","10.280,0","10.210,0",,"0,64%"
2009-06-19,"10.310,0","10.285,0","10.395,0","10.285,0",,"0,29%"
2009-06-22,"10.345,0","10.320,0","10.410,0","10.320,0",,"0,34%"
2009-06-23,"10.365,0","10.365,0","10.475,0","10.365,0",,"0,19%"
2009-06-24,"10.350,0","10.380,0","10.490,0","10.350,0",,"-0,14%"
2009-06-25,"10.260,0","10.360,0","10.360,0","10.245,0",,"-0,87%"
2009-06-26,"10.230,0","10.210,0","10.230,0","10.110,0",,"-0,29%"
2009-06-29,"10.235,0","10.215,0","10.265,0","10.215,0",,"0,05%"
2009-06-30,"10.207,5","10.207,5","10.232,5","10.177,5",,"-0,27%"
2009-07-01,"10.190,0","10.230,0","10.260,0","10.190,0",,"-0,17%"
2009-07-02,"10.185,0","10.185,0","10.220,0","10.110,0",,"-0,05%"
2009-07-03,"10.190,0","10.180,0","10.250,0","10.155,0",,"0,05%"
2009-07-06,"10.212,5","10.217,5","10.252,5","10.212,5",,"0,22%"
2009-07-07,"10.200,0","10.210,0","10.265,0","10.200,0",,"-0,12%"
2009-07-08,"10.200,0","10.200,0","10.200,0","10.200,0",,"0,00%"
2009-07-09,"10.142,5","10.182,5","10.212,5","10.142,5",,"-0,56%"
2009-07-10,"10.142,5","10.142,5","10.152,5","10.117,5",,"0,00%"
2009-07-13,"10.200,0","10.195,0","10.250,0","10.190,0",,"0,57%"
2009-07-14,"10.185,0","10.190,0","10.245,0","10.184,0",,"-0,15%"
2009-07-15,"10.122,0","10.175,0","10.175,0","10.120,0",,"-0,62%"
2009-07-16,"10.095,0","10.080,0","10.174,0","10.074,0",,"-0,27%"
2009-07-17,"10.155,0","10.185,0","10.205,0","10.135,0",,"0,59%"
2009-07-20,"10.155,0","10.155,0","10.155,0","10.155,0",,"0,00%"
2009-07-21,"10.050,0","10.035,0","10.075,0","10.035,0",,"-1,03%"
2009-07-22,"10.070,0","10.080,0","10.165,0","10.060,0",,"0,20%"
2009-07-23,"10.033,0","10.050,0","10.070,0","10.005,0",,"-0,37%"
2009-07-24,"9.990,0","9.975,0","10.005,0","9.955,0",,"-0,43%"
2009-07-27,"9.965,0","9.975,0","9.990,0","9.925,0",,"-0,25%"
2009-07-28,"9.925,0","9.930,0","9.980,0","9.910,0",,"-0,40%"
2009-07-29,"9.955,0","9.950,0","9.985,0","9.950,0",,"0,30%"
2009-07-30,"9.990,0","9.980,0","10.005,0","9.940,0",,"0,35%"
2009-07-31,"9.925,0","9.925,0","9.930,0","9.900,0",,"-0,65%"
2009-08-03,"9.900,0","9.910,0","9.925,0","9.890,0",,"-0,25%"
2009-08-04,"9.865,0","9.855,0","9.960,0","9.840,0",,"-0,35%"
2009-08-05,"9.880,0","9.870,0","9.910,0","9.870,0",,"0,15%"
2009-08-06,"9.885,0","9.881,0","9.915,0","9.860,0",,"0,05%"
2009-08-07,"9.900,0","9.881,0","9.925,0","9.880,0",,"0,15%"
2009-08-10,"9.905,0","9.900,0","9.930,0","9.900,0",,"0,05%"
2009-08-11,"9.920,0","9.910,0","9.950,0","9.910,0",,"0,15%"
2009-08-12,"9.955,0","9.930,0","9.960,0","9.930,0",,"0,35%"
2009-08-13,"9.927,5","9.947,5","9.947,5","9.927,5",,"-0,28%"
2009-08-14,"9.930,0","9.915,0","9.950,0","9.905,0",,"0,03%"
2009-08-17,"9.930,0","9.930,0","9.930,0","9.930,0",,"0,00%"
2009-08-18,"9.970,0","9.960,0","9.990,0","9.960,0",,"0,40%"
2009-08-19,"10.070,0","9.980,0","10.080,0","9.980,0",,"1,00%"
2009-08-20,"10.035,0","9.998,0","10.105,0","9.998,0",,"-0,35%"
2009-08-21,"10.015,0","10.035,0","10.050,0","10.005,0",,"-0,20%"
2009-08-24,"9.995,0","9.985,0","9.995,0","9.965,0",,"-0,20%"
2009-08-25,"10.000,0","10.000,0","10.020,0","9.999,0",,"0,05%"
2009-08-26,"10.025,0","10.025,0","10.040,0","10.025,0",,"0,25%"
2009-08-27,"10.065,0","10.025,0","10.105,0","10.025,0",,"0,40%"
2009-08-28,"10.050,0","10.070,0","10.095,0","9.990,0",,"-0,15%"
2009-08-31,"10.080,0","10.050,0","10.090,0","10.050,0",,"0,30%"
2009-09-01,"10.075,0","10.105,0","10.130,0","10.015,0",,"-0,05%"
2009-09-02,"10.185,0","10.115,0","10.185,0","10.115,0",,"1,09%"
2009-09-03,"10.110,0","10.145,0","10.155,0","10.110,0",,"-0,74%"
2009-09-04,"10.115,0","10.125,0","10.147,0","10.105,0",,"0,05%"
2009-09-07,"10.060,0","10.093,0","10.170,0","10.050,0",,"-0,54%"
2009-09-08,"9.990,0","10.035,0","10.050,0","9.985,0",,"-0,70%"
2009-09-09,"9.925,0","9.910,0","9.950,0","9.905,0",,"-0,65%"
2009-09-10,"9.932,5","9.902,5","9.938,5","9.902,5",,"0,08%"
2009-09-11,"9.915,0","9.940,0","9.950,0","9.915,0",,"-0,18%"
2009-09-14,"9.940,0","9.925,0","9.970,0","9.915,0",,"0,25%"
2009-09-15,"9.892,5","9.927,5","9.943,5","9.887,5",,"-0,48%"
2009-09-16,"9.690,0","9.840,0","9.845,0","9.690,0",,"-2,05%"
2009-09-17,"9.695,0","9.625,0","9.705,0","9.565,0",,"0,05%"
2009-09-18,"9.700,0","9.750,0","9.750,0","9.660,0",,"0,05%"
2009-09-21,"9.705,0","9.705,0","9.705,0","9.705,0",,"0,05%"
2009-09-22,"9.700,0","9.700,0","9.700,0","9.700,0",,"-0,05%"
2009-09-23,"9.700,0","9.700,0","9.700,0","9.700,0",,"0,00%"
2009-09-24,"9.652,5","9.647,5","9.663,5","9.637,5",,"-0,49%"
2009-09-25,"9.655,0","9.685,0","9.720,0","9.650,0",,"0,03%"
2009-09-28,"9.705,0","9.685,0","9.745,0","9.685,0",,"0,52%"
2009-09-29,"9.692,5","9.757,5","9.757,5","9.625,5",,"-0,13%"
2009-09-30,"9.645,0","9.695,0","9.780,0","9.645,0",,"-0,49%"
2009-10-01,"9.625,0","9.605,0","9.645,0","9.605,0",,"-0,21%"
2009-10-02,"9.640,0","9.645,0","9.656,0","9.625,0",,"0,16%"
2009-10-05,"9.552,0","9.580,0","9.585,0","9.540,0",,"-0,91%"
2009-10-06,"9.444,0","9.494,0","9.559,0","9.419,0",,"-1,13%"
2009-10-07,"9.425,0","9.415,0","9.465,0","9.405,0",,"-0,20%"
2009-10-08,"9.440,0","9.415,0","9.455,0","9.350,0",,"0,16%"
2009-10-09,"9.455,0","9.355,0","9.460,0","9.325,0",,"0,16%"
2009-10-12,"9.475,0","9.440,0","9.505,0","9.440,0",,"0,21%"
2009-10-13,"9.450,0","9.450,0","9.455,0","9.425,0",,"-0,26%"
2009-10-14,"9.370,0","9.405,0","9.415,0","9.345,0",,"-0,85%"
2009-10-15,"9.335,0","9.330,0","9.375,0","9.260,0",,"-0,37%"
2009-10-16,"9.395,0","9.305,0","9.405,0","9.305,0",,"0,64%"
2009-10-19,"9.400,0","9.450,0","9.500,0","9.375,0",,"0,05%"
2009-10-20,"9.395,0","9.390,0","9.415,0","9.340,0",,"-0,05%"
2009-10-21,"9.420,0","9.475,0","9.485,0","9.420,0",,"0,27%"
2009-10-22,"9.490,0","9.430,0","9.535,0","9.415,0",,"0,74%"
2009-10-23,"9.430,0","9.490,0","9.520,0","9.415,0",,"-0,63%"
2009-10-26,"9.485,0","9.420,0","9.490,0","9.410,0",,"0,58%"
2009-10-27,"9.535,0","9.510,0","9.580,0","9.445,0",,"0,53%"
2009-10-28,"9.610,0","9.570,0","9.660,0","9.570,0",,"0,79%"
2009-10-29,"9.590,0","9.630,0","9.710,0","9.590,0",,"-0,21%"
2009-10-30,"9.550,0","9.535,0","9.560,0","9.510,0",,"-0,42%"
2009-11-02,"9.560,0","9.665,0","9.665,0","9.560,0",,"0,10%"
2009-11-03,"9.575,0","9.535,0","9.595,0","9.525,0",,"0,16%"
2009-11-04,"9.510,0","9.585,0","9.605,0","9.495,0",,"-0,68%"
2009-11-05,"9.510,0","9.460,0","9.595,0","9.460,0",,"0,00%"
2009-11-06,"9.460,0","9.455,0","9.482,0","9.440,0",,"-0,53%"
2009-11-09,"9.410,0","9.425,0","9.505,0","9.385,0",,"-0,53%"
2009-11-10,"9.415,0","9.370,0","9.465,0","9.370,0",,"0,05%"
2009-11-11,"9.390,0","9.405,0","9.430,0","9.382,0",,"-0,27%"
2009-11-12,"9.410,0","9.385,0","9.435,0","9.355,0",,"0,21%"
2009-11-13,"9.375,0","9.430,0","9.440,0","9.360,0",,"-0,37%"
2009-11-16,"9.390,0","9.320,0","9.390,0","9.310,0",,"0,16%"
2009-11-17,"9.385,0","9.385,0","9.410,0","9.360,0",,"-0,05%"
2009-11-18,"9.395,0","9.415,0","9.440,0","9.385,0",,"0,11%"
2009-11-19,"9.540,0","9.395,0","9.585,0","9.395,0",,"1,54%"
2009-11-20,"9.465,0","9.570,0","9.585,0","9.460,0",,"-0,79%"
2009-11-23,"9.455,0","9.500,0","9.500,0","9.450,0",,"-0,11%"
2009-11-24,"9.480,0","9.465,0","9.530,0","9.465,0",,"0,26%"
2009-11-25,"9.390,0","9.465,0","9.475,0","9.390,0",,"-0,95%"
2009-11-26,"9.415,0","9.375,0","9.435,0","9.360,0",,"0,27%"
2009-11-27,"9.415,0","9.415,0","9.415,0","9.415,0",,"0,00%"
2009-11-30,"9.455,0","9.415,0","9.485,0","9.415,0",,"0,42%"
2009-12-01,"9.445,0","9.480,0","9.492,0","9.435,0",,"-0,11%"
2009-12-02,"9.435,0","9.395,0","9.445,0","9.395,0",,"-0,11%"
2009-12-03,"9.418,0","9.430,0","9.451,0","9.410,0",,"-0,18%"
2009-12-04,"9.415,0","9.415,0","9.445,0","9.400,0",,"-0,03%"
2009-12-07,"9.435,0","9.445,0","9.470,0","9.430,0",,"0,21%"
2009-12-08,"9.440,0","9.435,0","9.457,0","9.433,0",,"0,05%"
2009-12-09,"9.430,0","9.455,0","9.475,0","9.415,0",,"-0,11%"
2009-12-10,"9.437,0","9.435,0","9.445,0","9.430,0",,"0,07%"
2009-12-11,"9.440,0","9.435,0","9.450,0","9.407,0",,"0,03%"
2009-12-14,"9.450,0","9.460,0","9.487,0","9.450,0",,"0,11%"
2009-12-15,"9.450,0","9.455,0","9.477,0","9.450,0",,"0,00%"
2009-12-16,"9.465,0","9.475,0","9.485,0","9.460,0",,"0,16%"
2009-12-17,"9.475,0","9.465,0","9.495,0","9.465,0",,"0,11%"
2009-12-18,"9.475,0","9.475,0","9.475,0","9.475,0",,"0,00%"
2009-12-21,"9.500,0","9.485,0","9.515,0","9.485,0",,"0,26%"
2009-12-22,"9.490,0","9.495,0","9.510,0","9.485,0",,"-0,11%"
2009-12-23,"9.500,0","9.495,0","9.520,0","9.417,0",,"0,11%"
2009-12-24,"9.475,0","9.495,0","9.500,0","9.425,0",,"-0,26%"
2009-12-25,"9.475,0","9.475,0","9.475,0","9.475,0",,"0,00%"
2009-12-28,"9.440,0","9.460,0","9.465,0","9.435,0",,"-0,37%"
2009-12-29,"9.434,5","9.452,5","9.462,5","9.422,5",,"-0,06%"
2009-12-30,"9.435,0","9.430,0","9.450,0","9.425,0",,"0,01%"
2009-12-31,"9.425,0","9.425,0","9.426,0","9.385,0",,"-0,11%"
2010-01-01,"9.425,0","9.425,0","9.425,0","9.425,0",,"0,00%"
2010-01-04,"9.345,0","9.396,0","9.455,0","9.325,0",,"-0,85%"
2010-01-05,"9.320,0","9.285,0","9.415,0","9.280,0",,"-0,27%"
2010-01-06,"9.245,0","9.340,0","9.340,0","9.245,0",,"-0,80%"
2010-01-07,"9.240,0","9.215,0","9.332,0","9.215,0",,"-0,05%"
2010-01-08,"9.215,0","9.245,0","9.345,0","9.205,0",,"-0,27%"
2010-01-11,"9.152,5","9.152,5","9.153,5","9.112,5",,"-0,68%"
2010-01-12,"9.175,0","9.155,0","9.195,0","9.137,0",,"0,25%"
2010-01-13,"9.185,0","9.205,0","9.205,0","9.160,0",,"0,11%"
2010-01-14,"9.165,0","9.155,0","9.176,0","9.144,0",,"-0,22%"
2010-01-15,"9.190,0","9.170,0","9.215,0","9.115,0",,"0,27%"
2010-01-18,"9.225,0","9.215,0","9.235,0","9.215,0",,"0,38%"
2010-01-19,"9.230,0","9.230,0","9.240,0","9.215,0",,"0,05%"
2010-01-20,"9.295,0","9.250,0","9.335,0","9.250,0",,"0,70%"
2010-01-21,"9.285,0","9.330,0","9.383,0","9.270,0",,"-0,11%"
2010-01-22,"9.315,0","9.365,0","9.403,0","9.275,0",,"0,32%"
2010-01-25,"9.320,0","9.360,0","9.370,0","9.315,0",,"0,05%"
2010-01-26,"9.380,0","9.305,0","9.415,0","9.285,0",,"0,64%"
2010-01-27,"9.400,0","9.375,0","9.415,0","9.365,0",,"0,21%"
2010-01-28,"9.325,0","9.405,0","9.415,0","9.325,0",,"-0,80%"
2010-01-29,"9.350,0","9.355,0","9.380,0","9.340,0",,"0,27%"
2010-02-01,"9.385,0","9.355,0","9.400,0","9.355,0",,"0,37%"
2010-02-02,"9.360,0","9.350,0","9.385,0","9.350,0",,"-0,27%"
2010-02-03,"9.292,5","9.327,5","9.347,5","9.287,5",,"-0,72%"
2010-02-04,"9.320,0","9.325,0","9.340,0","9.315,0",,"0,30%"
2010-02-05,"9.385,0","9.355,0","9.415,0","9.310,0",,"0,70%"
2010-02-08,"9.395,0","9.415,0","9.435,0","9.395,0",,"0,11%"
2010-02-09,"9.380,0","9.430,0","9.492,0","9.345,0",,"-0,16%"
2010-02-10,"9.360,0","9.325,0","9.370,0","9.325,0",,"-0,21%"
2010-02-11,"9.370,0","9.355,0","9.385,0","9.345,0",,"0,11%"
2010-02-12,"9.340,0","9.370,0","9.380,0","9.325,0",,"-0,32%"
2010-02-15,"9.350,0","9.335,0","9.355,0","9.335,0",,"0,11%"
2010-02-16,"9.310,0","9.350,0","9.353,0","9.310,0",,"-0,43%"
2010-02-17,"9.270,0","9.280,0","9.295,0","9.205,0",,"-0,43%"
2010-02-18,"9.295,0","9.305,0","9.332,0","9.285,0",,"0,27%"
2010-02-19,"9.340,0","9.325,0","9.370,0","9.325,0",,"0,48%"
2010-02-22,"9.290,0","9.295,0","9.310,0","9.195,0",,"-0,54%"
2010-02-23,"9.315,0","9.300,0","9.324,0","9.290,0",,"0,27%"
2010-02-24,"9.305,0","9.305,0","9.345,0","9.295,0",,"-0,11%"
2010-02-25,"9.335,0","9.335,0","9.375,0","9.332,0",,"0,32%"
2010-02-26,"9.337,0","9.337,0","9.337,0","9.337,0",,"0,02%"
2010-03-01,"9.260,0","9.310,0","9.370,0","9.260,0",,"-0,82%"
2010-03-02,"9.290,0","9.265,0","9.305,0","9.265,0",,"0,32%"
2010-03-03,"9.275,0","9.265,0","9.300,0","9.206,0",,"-0,16%"
2010-03-04,"9.265,0","9.245,0","9.285,0","9.225,0",,"-0,11%"
2010-03-05,"9.235,0","9.270,0","9.375,0","9.230,0",,"-0,32%"
2010-03-08,"9.175,0","9.185,0","9.275,0","9.175,0",,"-0,65%"
2010-03-09,"9.195,0","9.185,0","9.212,0","9.185,0",,"0,22%"
2010-03-10,"9.170,0","9.205,0","9.205,0","9.160,0",,"-0,27%"
2010-03-11,"9.190,0","9.185,0","9.205,0","9.175,0",,"0,22%"
2010-03-12,"9.152,5","9.183,5","9.195,5","9.150,5",,"-0,41%"
2010-03-15,"9.165,0","9.155,0","9.185,0","9.152,0",,"0,14%"
2010-03-16,"9.160,0","9.160,0","9.160,0","9.160,0",,"-0,05%"
2010-03-17,"9.110,0","9.154,0","9.164,0","9.093,0",,"-0,55%"
2010-03-18,"9.125,0","9.115,0","9.140,0","9.110,0",,"0,16%"
2010-03-19,"9.171,5","9.121,5","9.171,5","9.089,5",,"0,51%"
2010-03-22,"9.120,0","9.095,0","9.127,0","9.095,0",,"-0,56%"
2010-03-23,"9.115,0","9.127,0","9.127,0","9.105,0",,"-0,05%"
2010-03-24,"9.127,5","9.115,5","9.138,5","9.095,5",,"0,14%"
2010-03-25,"9.130,0","9.135,0","9.155,0","9.125,0",,"0,03%"
2010-03-26,"9.120,0","9.135,0","9.140,0","9.110,0",,"-0,11%"
2010-03-29,"9.090,0","9.115,0","9.116,0","9.070,0",,"-0,33%"
2010-03-30,"9.105,0","9.065,0","9.095,0","9.006,0",,"0,17%"
2010-03-31,"9.090,0","9.110,0","9.124,0","9.087,0",,"-0,16%"
2010-04-01,"9.071,5","9.088,5","9.089,5","9.050,5",,"-0,20%"
2010-04-02,"9.065,0","9.065,0","9.065,0","9.065,0",,"-0,07%"
2010-04-05,"9.057,0","9.057,0","9.067,0","9.002,0",,"-0,09%"
2010-04-06,"9.045,0","9.050,0","9.147,0","9.005,0",,"-0,13%"
2010-04-07,"9.047,5","9.034,5","9.052,5","9.026,5",,"0,03%"
2010-04-08,"9.060,0","9.050,0","9.080,0","9.050,0",,"0,14%"
2010-04-09,"9.027,5","9.049,5","9.054,5","8.995,5",,"-0,36%"
2010-04-12,"9.020,0","9.005,0","9.020,0","8.995,0",,"-0,08%"
2010-04-13,"9.025,0","9.025,0","9.035,0","9.010,0",,"0,06%"
2010-04-14,"9.007,5","9.007,5","9.013,5","8.901,5",,"-0,19%"
