Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
2005-01-03,"9.283,0","9.325,0","9.335,0","9.275,0",,"0,01%"
2005-01-04,"9.300,0","9.300,0","9.310,0","9.265,0",,"0,18%"
2005-01-05,"9.310,0","9.310,0","9.325,0","9.285,0",,"0,11%"
2005-01-06,"9.327,5","9.292,5","9.327,5","9.264,5",,"0,19%"
2005-01-07,"9.310,0","9.326,0","9.326,0","9.285,0",,"-0,19%"
2005-01-10,"9.302,5","9.297,5","9.317,5","9.292,5",,"-0,08%"
2005-01-11,"9.287,5","9.302,5","9.302,5","9.272,5",,"-0,16%"
2005-01-12,"9.195,0","9.265,0","9.275,0","9.182,0",,"-1,00%"
2005-01-13,"9.141,5","9.126,5","9.161,5","9.106,5",,"-0,58%"
2005-01-14,"9.162,0","9.141,0","9.195,0","9.135,0",,"0,22%"
2005-01-17,"9.135,0","9.135,0","9.155,0","9.125,0",,"-0,29%"
2005-01-18,"9.157,0","9.150,0","9.165,0","9.145,0",,"0,24%"
2005-01-19,"9.163,0","9.145,0","9.169,0","9.145,0",,"0,07%"
2005-01-20,"9.160,0","9.175,0","9.175,0","9.150,0",,"-0,03%"
2005-01-21,"9.150,0","9.150,0","9.151,0","9.150,0",,"-0,11%"
2005-01-24,"9.140,0","9.168,0","9.168,0","9.140,0",,"-0,11%"
2005-01-25,"9.151,0","9.137,0","9.151,0","9.130,0",,"0,12%"
2005-01-26,"9.140,0","9.150,0","9.160,0","9.137,0",,"-0,12%"
2005-01-27,"9.149,5","9.131,5","9.156,5","9.126,5",,"0,10%"
2005-01-28,"9.150,0","9.135,0","9.155,0","9.135,0",,"0,01%"
2005-01-31,"9.165,0","9.150,0","9.175,0","9.147,0",,"0,16%"
2005-02-01,"9.232,5","9.167,5","9.252,5","9.162,5",,"0,74%"
2005-02-02,"9.180,0","9.230,0","9.240,0","9.180,0",,"-0,57%"
2005-02-03,"9.200,0","9.202,0","9.230,0","9.200,0",,"0,22%"
2005-02-04,"9.200,0","9.220,0","9.230,0","9.195,0",,"0,00%"
2005-02-07,"9.225,0","9.210,0","9.225,0","9.200,0",,"0,27%"
2005-02-08,"9.290,0","9.230,0","9.295,0","9.230,0",,"0,70%"
2005-02-09,"9.287,0","9.290,0","9.290,0","9.280,0",,"-0,03%"
2005-02-10,"9.282,5","9.287,5","9.292,5","9.277,5",,"-0,05%"
2005-02-11,"9.280,0","9.295,0","9.298,0","9.270,0",,"-0,03%"
2005-02-14,"9.248,0","9.250,0","9.255,0","9.240,0",,"-0,34%"
2005-02-15,"9.274,0","9.250,0","9.284,0","9.250,0",,"0,28%"
2005-02-16,"9.290,0","9.265,0","9.310,0","9.264,0",,"0,17%"
2005-02-17,"9.289,5","9.292,5","9.317,5","9.275,5",,"-0,01%"
2005-02-18,"9.250,0","9.295,0","9.300,0","9.240,0",,"-0,43%"
2005-02-21,"9.270,0","9.255,0","9.285,0","9.255,0",,"0,22%"
2005-02-22,"9.197,0","9.260,0","9.278,0","9.197,0",,"-0,79%"
2005-02-23,"9.210,0","9.212,0","9.262,0","9.210,0",,"0,14%"
2005-02-24,"9.255,0","9.250,0","9.282,0","9.240,0",,"0,49%"
2005-02-25,"9.265,0","9.262,0","9.272,0","9.262,0",,"0,11%"
2005-02-28,"9.264,5","9.267,5","9.279,5","9.252,5",,"-0,01%"
2005-03-01,"9.278,0","9.265,0","9.278,0","9.245,0",,"0,15%"
2005-03-02,"9.278,5","9.272,5","9.287,5","9.262,5",,"0,01%"
2005-03-03,"9.291,0","9.280,0","9.300,0","9.278,0",,"0,13%"
2005-03-04,"9.346,0","9.325,0","9.375,0","9.313,0",,"0,59%"
2005-03-07,"9.330,0","9.335,0","9.355,0","9.315,0",,"-0,17%"
2005-03-08,"9.385,0","9.335,0","9.400,0","9.335,0",,"0,59%"
2005-03-09,"9.340,0","9.385,0","9.395,0","9.340,0",,"-0,48%"
2005-03-10,"9.365,0","9.345,0","9.370,0","9.330,0",,"0,27%"
2005-03-11,"9.365,0","9.365,0","9.365,0","9.365,0",,"0,00%"
2005-03-14,"9.375,0","9.365,0","9.400,0","9.355,0",,"0,11%"
2005-03-15,"9.355,0","9.375,0","9.380,0","9.332,0",,"-0,21%"
2005-03-16,"9.338,0","9.360,0","9.370,0","9.310,0",,"-0,18%"
2005-03-17,"9.362,5","9.337,5","9.362,5","9.332,5",,"0,26%"
2005-03-18,"9.362,5","9.367,5","9.387,5","9.337,5",,"0,00%"
2005-03-21,"9.415,0","9.370,0","9.420,0","9.370,0",,"0,56%"
2005-03-22,"9.410,0","9.425,0","9.440,0","9.381,0",,"-0,05%"
2005-03-23,"9.415,0","9.406,0","9.425,0","9.372,0",,"0,05%"
2005-03-24,"9.417,0","9.416,0","9.435,0","9.390,0",,"0,02%"
2005-03-25,"9.417,0","9.417,0","9.417,0","9.417,0",,"0,00%"
2005-03-28,"9.451,0","9.411,0","9.455,0","9.411,0",,"0,36%"
2005-03-29,"9.522,5","9.477,5","9.537,5","9.457,5",,"0,76%"
2005-03-30,"9.515,0","9.529,0","9.539,0","9.497,0",,"-0,08%"
2005-03-31,"9.471,0","9.497,0","9.500,0","9.463,0",,"-0,46%"
2005-04-01,"9.475,0","9.500,0","9.509,0","9.435,0",,"0,04%"
2005-04-04,"9.480,5","9.471,5","9.504,5","9.463,5",,"0,06%"
2005-04-05,"9.490,0","9.510,0","9.510,0","9.477,0",,"0,10%"
2005-04-06,"9.484,5","9.487,5","9.492,5","9.467,5",,"-0,06%"
2005-04-07,"9.505,0","9.490,0","9.505,0","9.482,0",,"0,22%"
2005-04-08,"9.492,5","9.502,5","9.512,5","9.477,5",,"-0,13%"
2005-04-11,"9.490,0","9.500,0","9.515,0","9.480,0",,"-0,03%"
2005-04-12,"9.490,0","9.485,0","9.502,0","9.485,0",,"0,00%"
2005-04-13,"9.495,0","9.485,0","9.499,0","9.475,0",,"0,05%"
2005-04-14,"9.520,0","9.480,0","9.527,0","9.480,0",,"0,26%"
2005-04-15,"9.533,0","9.535,0","9.550,0","9.514,0",,"0,14%"
2005-04-18,"9.570,0","9.523,0","9.587,0","9.523,0",,"0,39%"
2005-04-19,"9.569,5","9.577,5","9.583,5","9.547,5",,"-0,01%"
2005-04-20,"9.574,0","9.570,0","9.620,0","9.570,0",,"0,05%"
2005-04-21,"9.682,5","9.607,5","9.684,5","9.582,5",,"1,13%"
2005-04-22,"9.680,0","9.675,0","9.680,0","9.675,0",,"-0,03%"
2005-04-25,"9.750,0","9.655,0","9.758,0","9.640,0",,"0,72%"
2005-04-26,"9.690,0","9.760,0","9.810,0","9.676,0",,"-0,62%"
2005-04-27,"9.563,5","9.716,5","9.716,5","9.531,5",,"-1,31%"
2005-04-28,"9.575,0","9.555,0","9.590,0","9.504,0",,"0,12%"
2005-04-29,"9.570,0","9.577,0","9.612,0","9.552,0",,"-0,05%"
2005-05-02,"9.525,0","9.545,0","9.557,0","9.505,0",,"-0,47%"
2005-05-03,"9.530,0","9.555,0","9.568,0","9.530,0",,"0,05%"
2005-05-04,"9.512,5","9.522,5","9.537,5","9.492,5",,"-0,18%"
2005-05-05,"9.515,0","9.515,0","9.515,0","9.510,0",,"0,03%"
2005-05-06,"9.497,5","9.522,5","9.522,5","9.465,5",,"-0,18%"
2005-05-09,"9.481,5","9.481,5","9.516,5","9.481,5",,"-0,17%"
2005-05-10,"9.454,0","9.491,0","9.496,0","9.446,0",,"-0,29%"
2005-05-11,"9.462,0","9.445,0","9.465,0","9.435,0",,"0,08%"
2005-05-12,"9.472,5","9.472,5","9.492,5","9.447,5",,"0,11%"
2005-05-13,"9.474,0","9.491,0","9.497,0","9.466,0",,"0,02%"
2005-05-16,"9.470,0","9.508,0","9.508,0","9.458,0",,"-0,04%"
2005-05-17,"9.430,0","9.455,0","9.480,0","9.418,0",,"-0,42%"
2005-05-18,"9.440,0","9.450,0","9.465,0","9.435,0",,"0,11%"
2005-05-19,"9.450,0","9.430,0","9.470,0","9.430,0",,"0,11%"
2005-05-20,"9.455,0","9.475,0","9.493,0","9.450,0",,"0,05%"
2005-05-23,"9.465,0","9.475,0","9.490,0","9.450,0",,"0,11%"
2005-05-24,"9.472,0","9.470,0","9.473,0","9.470,0",,"0,07%"
2005-05-25,"9.476,5","9.468,5","9.482,5","9.463,5",,"0,05%"
2005-05-26,"9.488,5","9.471,5","9.516,5","9.471,5",,"0,13%"
2005-05-27,"9.485,0","9.497,0","9.515,0","9.476,0",,"-0,04%"
2005-05-30,"9.486,0","9.494,0","9.502,0","9.481,0",,"0,01%"
2005-05-31,"9.518,0","9.500,0","9.518,0","9.495,0",,"0,34%"
2005-06-01,"9.575,0","9.520,0","9.576,0","9.520,0",,"0,60%"
2005-06-02,"9.572,5","9.567,5","9.602,5","9.562,5",,"-0,03%"
2005-06-03,"9.590,0","9.575,0","9.590,0","9.557,0",,"0,18%"
2005-06-06,"9.592,0","9.580,0","9.606,0","9.580,0",,"0,02%"
2005-06-07,"9.545,0","9.590,0","9.595,0","9.520,0",,"-0,49%"
2005-06-08,"9.595,0","9.530,0","9.598,0","9.530,0",,"0,52%"
2005-06-09,"9.625,0","9.600,0","9.632,0","9.590,0",,"0,31%"
2005-06-10,"9.615,0","9.643,0","9.662,0","9.600,0",,"-0,10%"
2005-06-13,"9.611,0","9.642,0","9.652,0","9.607,0",,"-0,04%"
2005-06-14,"9.615,0","9.620,0","9.640,0","9.599,0",,"0,04%"
2005-06-15,"9.599,5","9.607,5","9.617,5","9.587,5",,"-0,16%"
2005-06-16,"9.632,0","9.610,0","9.637,0","9.595,0",,"0,34%"
2005-06-17,"9.598,0","9.620,0","9.655,0","9.598,0",,"-0,35%"
2005-06-20,"9.670,0","9.600,0","9.670,0","9.600,0",,"0,75%"
2005-06-21,"9.656,5","9.658,5","9.670,5","9.643,5",,"-0,14%"
2005-06-22,"9.650,0","9.635,0","9.662,0","9.635,0",,"-0,07%"
2005-06-23,"9.645,0","9.650,0","9.661,0","9.643,0",,"-0,05%"
2005-06-24,"9.649,5","9.657,5","9.667,5","9.642,5",,"0,05%"
2005-06-27,"9.660,0","9.660,0","9.670,0","9.660,0",,"0,11%"
2005-06-28,"9.706,0","9.675,0","9.706,0","9.670,0",,"0,48%"
2005-06-29,"9.710,0","9.705,0","9.725,0","9.680,0",,"0,04%"
2005-06-30,"9.760,0","9.718,0","9.763,0","9.708,0",,"0,51%"
2005-07-01,"9.805,0","9.775,0","9.805,0","9.765,0",,"0,46%"
2005-07-04,"9.865,0","9.790,0","9.880,0","9.790,0",,"0,61%"
2005-07-05,"9.882,0","9.870,0","9.910,0","9.865,0",,"0,17%"
2005-07-06,"9.779,5","9.862,5","9.862,5","9.777,5",,"-1,04%"
2005-07-07,"9.795,5","9.797,5","9.840,5","9.787,5",,"0,16%"
2005-07-08,"9.800,0","9.808,0","9.839,0","9.788,0",,"0,05%"
2005-07-11,"9.752,5","9.767,5","9.777,5","9.722,5",,"-0,48%"
2005-07-12,"9.765,0","9.765,0","9.795,0","9.755,0",,"0,13%"
2005-07-13,"9.797,5","9.782,5","9.802,5","9.759,5",,"0,33%"
2005-07-14,"9.805,0","9.790,0","9.830,0","9.790,0",,"0,08%"
2005-07-15,"9.790,0","9.815,0","9.823,0","9.770,0",,"-0,15%"
2005-07-18,"9.795,0","9.780,0","9.825,0","9.770,0",,"0,05%"
2005-07-19,"9.792,0","9.805,0","9.845,0","9.790,0",,"-0,03%"
2005-07-20,"9.828,0","9.835,0","9.863,0","9.800,0",,"0,37%"
2005-07-21,"9.782,5","9.852,5","9.857,5","9.782,5",,"-0,46%"
2005-07-22,"9.795,0","9.730,0","9.800,0","9.710,0",,"0,13%"
2005-07-25,"9.815,0","9.805,0","9.835,0","9.805,0",,"0,20%"
2005-07-26,"9.810,5","9.817,5","9.832,5","9.795,5",,"-0,05%"
2005-07-27,"9.840,0","9.820,0","9.850,0","9.815,0",,"0,30%"
2005-07-28,"9.835,0","9.835,0","9.841,0","9.825,0",,"-0,05%"
2005-07-29,"9.805,0","9.825,0","9.830,0","9.795,0",,"-0,31%"
2005-08-01,"9.790,0","9.810,0","9.817,0","9.750,0",,"-0,15%"
2005-08-02,"9.755,0","9.790,0","9.795,0","9.743,0",,"-0,36%"
2005-08-03,"9.760,0","9.760,0","9.810,0","9.750,0",,"0,05%"
2005-08-04,"9.725,0","9.750,0","9.777,0","9.725,0",,"-0,36%"
2005-08-05,"9.750,0","9.740,0","9.756,0","9.720,0",,"0,26%"
2005-08-08,"9.787,5","9.752,5","9.787,5","9.742,5",,"0,38%"
2005-08-09,"9.792,0","9.775,0","9.807,0","9.775,0",,"0,05%"
2005-08-10,"9.769,5","9.787,5","9.802,5","9.762,5",,"-0,23%"
2005-08-11,"9.795,0","9.765,0","9.835,0","9.750,0",,"0,26%"
2005-08-12,"9.795,0","9.813,0","9.848,0","9.793,0",,"0,00%"
2005-08-15,"9.887,5","9.837,5","9.900,5","9.837,5",,"0,94%"
2005-08-16,"9.900,0","9.885,0","9.925,0","9.870,0",,"0,13%"
2005-08-17,"9.907,5","9.907,5","9.912,5","9.902,5",,"0,08%"
2005-08-18,"9.977,5","9.932,5","9.982,5","9.927,5",,"0,71%"
2005-08-19,"9.987,0","9.975,0","10.000,0","9.970,0",,"0,10%"
2005-08-22,"10.005,0","9.980,0","10.025,0","9.980,0",,"0,18%"
2005-08-23,"10.060,0","10.035,0","10.100,0","9.985,0",,"0,55%"
2005-08-24,"10.270,0","10.075,0","10.290,0","10.075,0",,"2,09%"
2005-08-25,"10.325,0","10.265,0","10.410,0","10.245,0",,"0,54%"
2005-08-26,"10.385,0","10.355,0","10.445,0","10.335,0",,"0,58%"
2005-08-29,"10.755,0","10.430,0","10.775,0","10.415,0",,"3,56%"
2005-08-30,"10.450,0","10.930,0","11.750,0","10.400,0",,"-2,84%"
2005-08-31,"10.300,0","10.725,0","10.725,0","10.205,0",,"-1,44%"
2005-09-01,"10.280,0","10.500,0","10.700,0","10.200,0",,"-0,19%"
2005-09-02,"10.350,0","10.350,0","10.350,0","10.350,0",,"0,68%"
2005-09-05,"10.300,0","10.125,0","10.425,0","10.125,0",,"-0,48%"
2005-09-06,"10.355,0","10.355,0","10.405,0","10.355,0",,"0,53%"
2005-09-07,"10.370,0","10.375,0","10.395,0","10.205,0",,"0,14%"
2005-09-08,"10.360,0","10.390,0","10.395,0","10.320,0",,"-0,10%"
2005-09-09,"10.205,0","10.365,0","10.370,0","10.195,0",,"-1,50%"
2005-09-12,"10.100,0","10.165,0","10.185,0","10.064,0",,"-1,03%"
2005-09-13,"10.092,5","10.137,5","10.137,5","10.017,5",,"-0,07%"
2005-09-14,"10.010,0","10.075,0","10.075,0","9.990,0",,"-0,82%"
2005-09-15,"10.060,0","10.015,0","10.095,0","10.015,0",,"0,50%"
2005-09-16,"10.160,0","10.105,0","10.180,0","10.055,0",,"0,99%"
2005-09-19,"10.155,0","10.160,0","10.185,0","10.145,0",,"-0,05%"
2005-09-20,"10.185,0","10.150,0","10.195,0","10.150,0",,"0,30%"
2005-09-21,"10.225,0","10.235,0","10.270,0","10.215,0",,"0,39%"
2005-09-22,"10.380,0","10.260,0","10.380,0","10.255,0",,"1,52%"
2005-09-23,"10.235,0","10.235,0","10.275,0","10.190,0",,"-1,40%"
2005-09-26,"10.220,0","10.280,0","10.290,0","10.215,0",,"-0,15%"
2005-09-27,"10.285,0","10.245,0","10.300,0","10.240,0",,"0,64%"
2005-09-28,"10.375,0","10.310,0","10.376,0","10.290,0",,"0,88%"
2005-09-29,"10.325,0","10.400,0","10.460,0","10.290,0",,"-0,48%"
2005-09-30,"10.300,0","10.300,0","10.330,0","10.185,0",,"-0,24%"
2005-10-03,"10.302,5","10.457,5","10.457,5","10.242,5",,"0,02%"
2005-10-04,"10.195,0","10.315,0","10.375,0","10.190,0",,"-1,04%"
2005-10-05,"10.030,0","10.125,0","10.135,0","10.025,0",,"-1,62%"
2005-10-06,"10.045,0","10.020,0","10.095,0","9.970,0",,"0,15%"
2005-10-07,"10.047,5","10.077,5","10.077,5","10.027,5",,"0,02%"
2005-10-10,"10.073,0","10.035,0","10.080,0","10.015,0",,"0,25%"
2005-10-11,"10.062,5","10.117,5","10.182,5","10.027,5",,"-0,10%"
2005-10-12,"10.110,0","10.095,0","10.150,0","10.040,0",,"0,47%"
2005-10-13,"10.110,0","10.115,0","10.175,0","10.030,0",,"0,00%"
2005-10-14,"10.112,5","10.137,5","10.207,5","10.032,5",,"0,02%"
2005-10-17,"10.107,5","10.092,5","10.122,5","10.082,5",,"-0,05%"
2005-10-18,"10.092,5","10.152,5","10.152,5","10.025,5",,"-0,15%"
2005-10-19,"10.090,0","10.130,0","10.134,0","10.020,0",,"-0,02%"
2005-10-20,"10.077,5","10.107,5","10.115,5","10.077,5",,"-0,12%"
2005-10-21,"10.100,0","10.095,0","10.100,0","10.060,0",,"0,22%"
2005-10-24,"10.065,0","10.090,0","10.110,0","10.055,0",,"-0,35%"
2005-10-25,"9.982,0","10.060,0","10.075,0","9.974,0",,"-0,82%"
2005-10-26,"9.986,0","9.960,0","10.084,0","9.940,0",,"0,04%"
2005-10-27,"10.015,0","9.999,0","10.045,0","9.930,0",,"0,29%"
2005-10-28,"10.040,0","10.015,0","10.040,0","9.985,0",,"0,25%"
2005-10-31,"10.122,5","10.022,5","10.132,5","10.002,5",,"0,82%"
2005-11-01,"10.030,0","10.130,0","10.207,0","10.025,0",,"-0,91%"
2005-11-02,"10.051,0","10.060,0","10.060,0","10.050,0",,"0,21%"
2005-11-03,"10.055,0","10.046,0","10.056,0","10.046,0",,"0,04%"
2005-11-04,"10.070,0","10.059,0","10.070,0","10.055,0",,"0,15%"
2005-11-07,"10.092,5","10.072,5","10.102,5","10.072,5",,"0,22%"
2005-11-08,"10.102,5","10.107,5","10.107,5","10.102,5",,"0,10%"
2005-11-09,"9.920,0","10.110,0","10.110,0","9.920,0",,"-1,81%"
2005-11-10,"9.977,5","9.942,5","10.017,5","9.932,5",,"0,58%"
2005-11-11,"9.987,0","9.955,0","9.993,0","9.945,0",,"0,10%"
2005-11-14,"9.970,0","10.010,0","10.020,0","9.970,0",,"-0,17%"
2005-11-15,"10.010,0","10.020,0","10.060,0","10.010,0",,"0,40%"
2005-11-16,"10.010,0","10.005,0","10.027,0","9.990,0",,"0,00%"
2005-11-17,"10.020,0","10.010,0","10.085,0","10.010,0",,"0,10%"
2005-11-18,"10.077,5","10.037,5","10.107,5","10.037,5",,"0,57%"
2005-11-21,"10.055,0","10.100,0","10.125,0","10.030,0",,"-0,22%"
2005-11-22,"10.045,0","10.050,0","10.090,0","10.045,0",,"-0,10%"
2005-11-23,"10.047,5","10.064,5","10.093,5","10.042,5",,"0,02%"
2005-11-24,"10.055,0","10.055,0","10.070,0","10.048,0",,"0,07%"
2005-11-25,"10.060,0","10.070,0","10.085,0","10.060,0",,"0,05%"
2005-11-28,"10.045,0","10.060,0","10.078,0","10.045,0",,"-0,15%"
2005-11-29,"10.040,0","10.055,0","10.064,0","10.040,0",,"-0,05%"
2005-11-30,"10.025,0","10.045,0","10.063,0","10.015,0",,"-0,15%"
2005-12-01,"10.020,0","10.040,0","10.055,0","10.025,0",,"-0,05%"
2005-12-02,"9.995,0","10.045,0","10.045,0","9.990,0",,"-0,25%"
2005-12-05,"9.960,0","9.995,0","10.011,0","9.950,0",,"-0,35%"
2005-12-06,"9.920,0","9.965,0","9.977,0","9.920,0",,"-0,40%"
2005-12-07,"9.835,0","9.910,0","9.925,0","9.825,0",,"-0,86%"
2005-12-08,"9.787,5","9.842,5","9.859,5","9.777,5",,"-0,48%"
2005-12-09,"9.685,0","9.785,0","9.796,0","9.635,0",,"-1,05%"
2005-12-12,"9.765,0","9.685,0","9.776,0","9.685,0",,"0,83%"
2005-12-13,"9.770,0","9.765,0","9.805,0","9.715,0",,"0,05%"
2005-12-14,"9.795,0","9.795,0","9.880,0","9.780,0",,"0,26%"
2005-12-15,"9.836,0","9.780,0","9.860,0","9.760,0",,"0,42%"
2005-12-16,"9.883,0","9.840,0","9.915,0","9.840,0",,"0,48%"
2005-12-19,"9.860,0","9.893,0","9.968,0","9.853,0",,"-0,23%"
2005-12-20,"9.855,0","9.865,0","9.875,0","9.830,0",,"-0,05%"
2005-12-21,"9.825,0","9.865,0","9.890,0","9.810,0",,"-0,30%"
2005-12-22,"9.840,0","9.825,0","9.845,0","9.800,0",,"0,15%"
2005-12-23,"9.860,0","9.840,0","9.900,0","9.840,0",,"0,20%"
2005-12-26,"9.809,0","9.845,0","9.847,0","9.808,0",,"-0,52%"
2005-12-27,"9.825,0","9.820,0","9.858,0","9.815,0",,"0,16%"
2005-12-28,"9.830,0","9.835,0","9.883,0","9.805,0",,"0,05%"
2005-12-29,"9.835,0","9.840,0","9.865,0","9.830,0",,"0,05%"
2005-12-30,"9.830,0","9.850,0","9.851,0","9.830,0",,"-0,05%"
2006-01-02,"9.830,0","9.825,0","9.835,0","9.770,0",,"0,00%"
2006-01-03,"9.712,5","9.842,5","9.842,5","9.712,5",,"-1,20%"
2006-01-04,"9.635,5","9.687,5","9.697,5","9.635,5",,"-0,79%"
2006-01-05,"9.590,0","9.665,0","9.670,0","9.549,0",,"-0,47%"
2006-01-06,"9.549,5","9.602,5","9.637,5","9.549,5",,"-0,42%"
2006-01-09,"9.460,0","9.510,0","9.515,0","9.435,0",,"-0,94%"
2006-01-10,"9.452,0","9.455,0","9.455,0","9.450,0",,"-0,08%"
2006-01-11,"9.465,0","9.460,0","9.515,0","9.460,0",,"0,14%"
2006-01-12,"9.345,0","9.445,0","9.445,0","9.340,0",,"-1,27%"
2006-01-13,"9.355,0","9.345,0","9.410,0","9.345,0",,"0,11%"
2006-01-16,"9.475,0","9.365,0","9.485,0","9.335,0",,"1,28%"
2006-01-17,"9.470,0","9.515,0","9.555,0","9.455,0",,"-0,05%"
2006-01-18,"9.500,0","9.480,0","9.560,0","9.480,0",,"0,32%"
2006-01-19,"9.397,0","9.510,0","9.522,0","9.395,0",,"-1,08%"
2006-01-20,"9.435,0","9.400,0","9.450,0","9.375,0",,"0,40%"
2006-01-23,"9.445,0","9.435,0","9.480,0","9.400,0",,"0,11%"
2006-01-24,"9.488,0","9.447,0","9.510,0","9.435,0",,"0,46%"
2006-01-25,"9.343,0","9.510,0","9.510,0","9.360,0",,"-1,53%"
2006-01-26,"9.367,5","9.349,5","9.382,5","9.307,5",,"0,26%"
2006-01-27,"9.388,5","9.372,5","9.432,5","9.365,5",,"0,22%"
2006-01-30,"9.386,5","9.402,5","9.407,5","9.372,5",,"-0,02%"
2006-01-31,"9.370,0","9.370,0","9.370,0","9.369,0",,"-0,18%"
2006-02-01,"9.330,0","9.390,0","9.390,0","9.285,0",,"-0,43%"
2006-02-02,"9.345,0","9.340,0","9.370,0","9.310,0",,"0,16%"
2006-02-03,"9.295,0","9.360,0","9.360,0","9.285,0",,"-0,54%"
2006-02-06,"9.222,5","9.307,5","9.312,5","9.207,5",,"-0,78%"
2006-02-07,"9.190,0","9.225,0","9.255,0","9.185,0",,"-0,35%"
2006-02-08,"9.272,5","9.202,5","9.279,5","9.182,5",,"0,90%"
2006-02-09,"9.235,0","9.270,0","9.300,0","9.225,0",,"-0,40%"
2006-02-10,"9.233,0","9.243,0","9.260,0","9.185,0",,"-0,02%"
2006-02-13,"9.236,0","9.245,0","9.265,0","9.210,0",,"0,03%"
2006-02-14,"9.230,0","9.238,0","9.262,0","9.227,0",,"-0,06%"
2006-02-15,"9.227,5","9.232,5","9.237,5","9.212,5",,"-0,03%"
2006-02-16,"9.215,0","9.225,0","9.245,0","9.215,0",,"-0,14%"
2006-02-17,"9.230,0","9.226,0","9.262,0","9.226,0",,"0,16%"
2006-02-20,"9.231,0","9.240,0","9.240,0","9.225,0",,"0,01%"
2006-02-21,"9.262,5","9.232,5","9.297,5","9.222,5",,"0,34%"
2006-02-22,"9.355,0","9.280,0","9.360,0","9.260,0",,"1,00%"
2006-02-23,"9.265,0","9.357,0","9.360,0","9.260,0",,"-0,96%"
2006-02-24,"9.292,5","9.257,5","9.312,5","9.237,5",,"0,30%"
2006-02-27,"9.235,0","9.270,0","9.277,0","9.225,0",,"-0,62%"
2006-02-28,"9.182,5","9.230,5","9.238,5","9.175,5",,"-0,57%"
2006-03-01,"9.175,0","9.155,0","9.195,0","9.155,0",,"-0,08%"
2006-03-02,"9.185,0","9.185,0","9.220,0","9.170,0",,"0,11%"
2006-03-03,"9.185,0","9.195,0","9.213,0","9.185,0",,"0,00%"
2006-03-06,"9.187,0","9.200,0","9.225,0","9.185,0",,"0,02%"
2006-03-07,"9.250,0","9.190,0","9.265,0","9.185,0",,"0,69%"
2006-03-08,"9.317,0","9.265,0","9.365,0","9.255,0",,"0,72%"
2006-03-09,"9.310,0","9.335,0","9.405,0","9.305,0",,"-0,08%"
2006-03-10,"9.240,0","9.310,0","9.340,0","9.225,0",,"-0,75%"
2006-03-13,"9.239,0","9.254,0","9.259,0","9.239,0",,"-0,01%"
2006-03-14,"9.168,0","9.242,0","9.242,0","9.163,0",,"-0,77%"
2006-03-15,"9.125,0","9.185,0","9.185,0","9.125,0",,"-0,47%"
2006-03-16,"9.140,0","9.155,0","9.195,0","9.140,0",,"0,16%"
2006-03-17,"9.135,0","9.165,0","9.185,0","9.130,0",,"-0,05%"
2006-03-20,"9.140,0","9.145,0","9.160,0","9.120,0",,"0,05%"
2006-03-21,"9.115,0","9.140,0","9.145,0","9.095,0",,"-0,27%"
2006-03-22,"9.092,5","9.137,5","9.147,5","9.077,5",,"-0,25%"
2006-03-23,"9.087,5","9.097,5","9.117,5","9.027,5",,"-0,05%"
2006-03-24,"9.122,0","9.085,0","9.160,0","9.085,0",,"0,38%"
2006-03-27,"9.032,5","9.117,5","9.122,5","9.027,5",,"-0,98%"
2006-03-28,"9.045,0","9.050,0","9.070,0","9.010,0",,"0,14%"
2006-03-29,"9.140,0","9.105,0","9.165,0","9.065,0",,"1,05%"
2006-03-30,"9.110,0","9.150,0","9.150,0","9.110,0",,"-0,33%"
2006-03-31,"9.087,0","9.105,0","9.105,0","9.045,0",,"-0,25%"
2006-04-03,"9.022,5","9.077,5","9.085,5","9.022,5",,"-0,71%"
2006-04-04,"8.982,5","9.032,5","9.047,5","8.982,5",,"-0,44%"
2006-04-05,"9.000,0","8.985,0","9.030,0","8.985,0",,"0,19%"
2006-04-06,"9.017,5","9.017,5","9.032,5","8.997,5",,"0,19%"
2006-04-07,"8.982,5","9.017,5","9.022,5","8.982,5",,"-0,39%"
2006-04-10,"8.980,0","8.980,0","8.980,0","8.980,0",,"-0,03%"
2006-04-11,"8.992,5","8.997,5","9.017,5","8.982,5",,"0,14%"
2006-04-12,"8.995,0","8.975,0","9.025,0","8.975,0",,"0,03%"
2006-04-13,"8.987,5","9.012,5","9.027,5","8.979,5",,"-0,08%"
2006-04-14,"8.987,5","8.987,5","8.987,5","8.987,5",,"0,00%"
2006-04-17,"8.985,0","8.990,0","9.003,0","8.984,0",,"-0,03%"
2006-04-18,"8.982,5","8.987,5","9.003,5","8.981,5",,"-0,03%"
2006-04-19,"8.883,0","8.990,0","8.990,0","8.883,0",,"-1,11%"
2006-04-20,"8.885,0","8.905,0","8.920,0","8.865,0",,"0,02%"
2006-04-21,"8.883,5","8.881,5","8.914,5","8.871,5",,"-0,02%"
2006-04-24,"8.830,0","8.878,0","8.878,0","8.818,0",,"-0,60%"
2006-04-25,"8.817,5","8.842,5","8.847,5","8.792,5",,"-0,14%"
2006-04-26,"8.795,0","8.825,0","8.868,0","8.795,0",,"-0,26%"
2006-04-27,"8.780,0","8.835,0","8.860,0","8.780,0",,"-0,17%"
2006-04-28,"8.785,0","8.810,0","8.866,0","8.770,0",,"0,06%"
